date,ticker,open,high,low,close,volume,ma_20,ma_50,ma_200,daily_ret,volatility,rsi_14,macd,signal,bb_mid,bb_upper,bb_lower,mkt_cap_M
2019-03-05,TECHCO,161.09,163.22,158.15,159.24,3149606,156.1755,,,-0.005123,0.01263,52.17,0.5762,-0.0395,156.1755,161.9995,150.3515,260357.0
2019-03-06,TECHCO,161.53,162.62,159.37,161.65,1812994,156.3925,,,0.015134,0.012954,70.43,0.8095,0.1303,156.3925,162.698,150.087,264298.0
2019-03-07,TECHCO,163.88,166.21,160.12,161.92,2195200,156.8275,,,0.00167,0.011232,75.46,1.004,0.3051,156.8275,163.406,150.249,264739.0
2019-03-08,TECHCO,158.64,160.28,157.58,158.3,602641,157.1235,,,-0.022357,0.012456,67.68,0.8623,0.4165,157.1235,163.3844,150.8626,258821.0
2019-03-11,TECHCO,155.36,156.42,154.1,155.43,1224917,157.184,157.5782,,-0.01813,0.012988,59.17,0.517,0.4366,157.184,163.3495,151.0185,254128.0
2019-03-12,TECHCO,156.25,156.55,153.5,154.51,2270109,157.0985,157.5766,,-0.005919,0.012715,49.28,0.1686,0.383,157.0985,163.3668,150.8302,252624.0
2019-03-13,TECHCO,156.87,157.62,153.15,155.03,2530382,156.9285,157.5428,,0.003365,0.012284,47.91,-0.0655,0.2933,156.9285,163.2291,150.6279,253474.0
2019-03-14,TECHCO,158.42,160.94,157.19,160.19,1912269,157.208,157.621,,0.033284,0.013262,60.1,0.1571,0.2661,157.208,163.5694,150.8466,261911.0
2019-03-15,TECHCO,163.67,163.98,160.44,161.87,855672,157.6245,157.7388,,0.010488,0.013229,61.87,0.4617,0.3052,157.6245,164.065,151.184,264657.0
2019-03-18,TECHCO,159.77,160.64,157.44,160.45,2083709,158.0565,157.7752,,-0.008772,0.013101,53.33,0.5833,0.3608,158.0565,163.9943,152.1187,262336.0
2019-03-19,TECHCO,163.07,163.97,162.72,163.21,2862704,158.638,157.7988,,0.017202,0.013437,58.16,0.8893,0.4665,158.638,164.1692,153.1068,266848.0
2019-03-20,TECHCO,165.18,167.2,164.23,166.82,2206871,159.24,158.0388,,0.022119,0.013507,60.97,1.4035,0.6539,159.24,165.5668,152.9132,272751.0
2019-03-21,TECHCO,165.27,168.14,164.47,166.99,2368236,159.8,158.3516,,0.001019,0.013505,63.5,1.8037,0.8839,159.8,166.789,152.811,273029.0
2019-03-22,TECHCO,169.14,170.18,167.76,170.13,1201723,160.5305,158.7004,,0.018804,0.013858,67.14,2.3446,1.176,160.5305,168.6057,152.4553,278163.0
2019-03-25,TECHCO,166.01,167.0,165.66,166.74,1090407,161.061,158.9736,,-0.019926,0.014905,61.74,2.4737,1.4356,161.061,169.3111,152.8109,272620.0
2019-03-26,TECHCO,169.91,173.73,168.13,172.13,2564302,161.721,159.295,,0.032326,0.015954,65.01,2.9729,1.743,161.721,171.264,152.178,281433.0
2019-03-27,TECHCO,171.94,171.98,169.15,169.94,2330298,162.265,159.4796,,-0.012723,0.016383,60.88,3.1566,2.0257,162.265,172.3918,152.1382,277852.0
2019-03-28,TECHCO,168.64,171.59,168.16,170.84,1900790,162.765,159.764,,0.005296,0.016289,68.38,3.3359,2.2878,162.765,173.561,151.969,279323.0
2019-03-29,TECHCO,167.11,168.53,166.15,166.54,2411819,163.0995,159.9754,,-0.02517,0.017379,65.63,3.0975,2.4497,163.0995,173.9297,152.2693,272293.0
2019-04-01,TECHCO,166.7,168.46,165.89,168.03,1781165,163.498,160.148,,0.008947,0.017442,68.72,2.9936,2.5585,163.498,174.4432,152.5528,274729.0
2019-04-02,TECHCO,171.23,173.45,169.58,170.19,1510838,164.0455,160.3126,,0.012855,0.017488,70.07,3.0493,2.6567,164.0455,175.1876,152.9034,278261.0
2019-04-03,TECHCO,162.78,163.5,160.85,163.29,1448626,164.1275,160.3606,,-0.040543,0.019811,53.92,2.5108,2.6275,164.1275,175.2194,153.0356,266979.0
2019-04-04,TECHCO,164.81,164.95,161.65,163.39,1038844,164.201,160.4226,,0.000612,0.01981,52.0,2.0681,2.5156,164.201,175.2507,153.1513,267143.0
2019-04-05,TECHCO,162.87,165.35,161.82,161.93,1771232,164.3825,160.3992,,-0.008936,0.019208,51.95,1.5818,2.3288,164.3825,175.1395,153.6255,264756.0
2019-04-08,TECHCO,164.61,166.11,163.0,163.41,4157269,164.7815,160.4468,,0.00914,0.018717,50.27,1.3004,2.1232,164.7815,174.6996,154.8634,267175.0
2019-04-09,TECHCO,157.42,159.4,156.67,159.17,1357551,165.0145,160.3954,,-0.025947,0.01971,39.75,0.7281,1.8441,165.0145,174.1006,155.9284,260243.0
2019-04-10,TECHCO,166.25,167.79,162.61,164.78,1942650,165.502,160.3726,,0.035245,0.021095,47.42,0.7174,1.6188,165.502,173.2854,157.7186,269415.0
2019-04-11,TECHCO,162.15,166.22,160.83,164.47,3470768,165.716,160.4272,,-0.001881,0.019893,42.91,0.6762,1.4303,165.716,173.11,158.322,268908.0
2019-04-12,TECHCO,165.05,166.64,162.76,163.71,2722642,165.808,160.5476,,-0.004621,0.01982,45.94,0.5757,1.2594,165.808,173.0446,158.5714,267666.0
2019-04-15,TECHCO,160.83,163.75,159.68,161.22,2032902,165.8465,160.5602,,-0.01521,0.020034,34.14,0.2924,1.066,165.8465,172.9704,158.7226,263595.0
2019-04-16,TECHCO,162.97,165.97,162.58,164.23,3475137,165.8975,160.6804,,0.01867,0.020101,41.89,0.3066,0.9141,165.8975,172.9563,158.8387,268516.0
2019-04-17,TECHCO,171.54,173.31,168.48,169.04,1518302,166.0085,160.915,,0.029288,0.020566,47.7,0.6969,0.8707,166.0085,173.197,158.82,276380.0
2019-04-18,TECHCO,165.74,166.22,164.44,165.36,2078514,165.927,161.1578,,-0.02177,0.021179,48.47,0.7019,0.8369,165.927,173.1056,158.7484,270364.0
2019-04-19,TECHCO,161.91,164.4,161.19,164.0,2669147,165.6205,161.3902,,-0.008224,0.020755,44.75,0.5896,0.7874,165.6205,172.5631,158.6779,268140.0
2019-04-22,TECHCO,167.5,167.67,166.22,166.84,1986529,165.6255,161.6426,,0.017317,0.020698,45.71,0.721,0.7742,165.6255,172.5716,158.6794,272783.0
2019-04-23,TECHCO,167.81,170.08,167.7,168.42,1688720,165.44,161.8866,,0.00947,0.019424,57.6,0.9415,0.8076,165.44,171.8306,159.0494,275367.0
2019-04-24,TECHCO,165.22,166.41,164.02,166.19,1694569,165.2525,162.0418,,-0.013241,0.019441,53.9,0.9259,0.8313,165.2525,171.298,159.207,271721.0
2019-04-25,TECHCO,168.73,169.86,166.21,167.04,1561141,165.0625,162.2906,,0.005115,0.019438,57.25,0.9709,0.8592,165.0625,170.5848,159.5402,273110.0
2019-04-26,TECHCO,171.4,173.18,169.73,170.12,1767399,165.2415,162.6222,,0.018439,0.019019,59.1,1.2404,0.9354,165.2415,171.1817,159.3013,278146.0
2019-04-29,TECHCO,168.89,169.01,166.49,167.56,2206088,165.218,162.9372,,-0.015048,0.019262,61.93,1.2334,0.995,165.218,171.1153,159.3207,273961.0
2019-04-30,TECHCO,169.14,169.29,169.08,169.27,1944241,165.172,163.291,,0.010205,0.019179,57.18,1.3502,1.0661,165.172,170.9184,159.4256,276756.0
2019-05-01,TECHCO,173.83,174.99,172.03,172.66,888568,165.6405,163.6486,,0.020027,0.017128,61.92,1.6964,1.1921,165.6405,172.2098,159.0712,282299.0
2019-05-02,TECHCO,173.05,175.87,172.4,173.07,1115230,166.1245,163.9942,,0.002375,0.01712,63.76,1.9809,1.3499,166.1245,173.3856,158.8634,282969.0
2019-05-03,TECHCO,172.31,173.55,170.31,171.26,2106127,166.591,164.309,,-0.010458,0.017179,65.07,2.037,1.4873,166.591,173.916,159.266,280010.0
2019-05-06,TECHCO,174.63,176.09,171.85,173.18,2043853,167.0795,164.65,,0.011211,0.017225,63.88,2.2108,1.632,167.0795,174.8035,159.3555,283149.0
2019-05-07,TECHCO,169.89,172.56,168.74,171.91,2319031,167.7165,164.9096,,-0.007333,0.016038,55.0,2.2205,1.7497,167.7165,174.7659,160.6671,281073.0
2019-05-08,TECHCO,178.5,180.34,177.48,179.46,2187236,168.4505,165.3176,,0.043918,0.017015,71.65,2.8047,1.9607,168.4505,177.0902,159.8108,293417.0
2019-05-09,TECHCO,178.95,181.91,176.29,176.44,1602721,169.049,165.6296,,-0.016828,0.017623,68.18,2.9896,2.1665,169.049,178.1725,159.9255,288479.0
2019-05-10,TECHCO,178.42,180.13,175.82,177.58,1941132,169.7425,165.9842,,0.006461,0.017523,66.51,3.1913,2.3714,169.7425,179.2574,160.2276,290343.0
2019-05-13,TECHCO,181.89,182.23,181.62,182.15,2389580,170.789,166.426,,0.025735,0.017526,69.33,3.6773,2.6326,170.789,180.9399,160.6381,297815.0
2019-05-14,TECHCO,179.74,181.6,179.26,180.85,2919523,171.62,166.8582,,-0.007137,0.017514,71.2,3.9125,2.8886,171.62,182.2213,161.0187,295690.0
2019-05-15,TECHCO,176.42,177.21,176.08,177.1,1339625,172.023,167.1672,,-0.020735,0.017431,63.42,3.7532,3.0615,172.023,182.8223,161.2237,289558.0
2019-05-16,TECHCO,172.62,174.44,172.45,173.81,2039112,172.4455,167.405,,-0.018577,0.017211,54.9,3.3233,3.1139,172.4455,182.7992,162.0918,284179.0
2019-05-17,TECHCO,172.99,173.31,170.97,171.35,1280868,172.813,167.666,,-0.014153,0.017457,55.04,2.7524,3.0416,172.813,182.3977,163.2283,280157.0
2019-05-20,TECHCO,172.16,172.2,169.61,169.83,3832780,172.9625,167.954,,-0.008871,0.017255,50.75,2.1526,2.8638,172.9625,182.2434,163.6816,277672.0
2019-05-21,TECHCO,171.34,173.51,169.46,170.22,2018002,173.0525,168.2682,,0.002296,0.017145,46.45,1.6892,2.6289,173.0525,182.1816,163.9234,278310.0
2019-05-22,TECHCO,168.7,171.43,167.96,170.65,2987053,173.2755,168.5806,,0.002526,0.016831,46.48,1.3413,2.3714,173.2755,181.9029,164.6481,279013.0
2019-05-23,TECHCO,170.87,173.32,169.74,172.86,2177703,173.5665,168.834,,0.01295,0.017011,52.3,1.2296,2.143,173.5665,181.6859,165.4471,282626.0
2019-05-24,TECHCO,176.15,176.33,173.37,174.43,1969639,173.782,169.0852,,0.009082,0.016656,51.81,1.2532,1.965,173.782,181.7435,165.8205,285193.0
2019-05-27,TECHCO,171.42,173.52,167.82,169.67,1413257,173.8875,169.2696,,-0.027289,0.017495,47.05,0.8779,1.7476,173.8875,181.5523,166.2227,277410.0
2019-05-28,TECHCO,172.34,173.92,170.64,173.2,2117593,174.084,169.4694,,0.020805,0.01795,40.78,0.8553,1.5692,174.084,181.4459,166.7221,283182.0
2019-05-29,TECHCO,172.46,172.86,170.89,171.18,1055838,174.01,169.5566,,-0.011663,0.017606,42.02,0.6668,1.3887,174.01,181.4613,166.5587,279879.0
2019-05-30,TECHCO,166.68,167.6,166.04,166.44,1200187,173.6785,169.5456,,-0.02769,0.018621,34.76,0.1335,1.1376,173.6785,181.8601,165.4969,272129.0
2019-05-31,TECHCO,168.42,169.41,166.45,167.74,1451628,173.5025,169.4978,,0.007811,0.018621,28.34,-0.1822,0.8737,173.5025,182.0465,164.9585,274255.0
2019-06-03,TECHCO,166.33,168.36,166.02,167.44,1528559,173.2155,169.5118,,-0.001788,0.018403,29.22,-0.4514,0.6087,173.2155,182.1804,164.2506,273764.0
2019-06-04,TECHCO,165.51,166.93,164.63,165.73,1887033,172.9065,169.3838,,-0.010213,0.018462,31.19,-0.7935,0.3282,172.9065,182.4671,163.3459,270969.0
2019-06-05,TECHCO,163.26,164.78,161.63,164.38,1854211,172.1525,169.2726,,-0.008146,0.015051,33.33,-1.1602,0.0305,172.1525,181.9134,162.3916,268761.0
2019-06-06,TECHCO,168.51,168.68,167.13,167.19,2071271,171.69,169.1996,,0.017095,0.015468,42.74,-1.2101,-0.2176,171.69,181.4721,161.9079,273356.0
2019-06-07,TECHCO,166.06,168.27,165.93,167.25,2083881,171.1735,169.2138,,0.000359,0.01534,45.25,-1.2307,-0.4202,171.1735,180.7345,161.6125,273454.0
2019-06-10,TECHCO,165.73,167.35,164.63,166.86,2096943,170.409,169.1904,,-0.002332,0.013789,43.82,-1.2639,-0.5889,170.409,178.625,162.193,272816.0
2019-06-11,TECHCO,168.08,169.07,167.28,167.62,1212534,169.7475,169.139,,0.004555,0.013909,44.49,-1.2149,-0.7141,169.7475,176.4069,163.0881,274059.0
2019-06-12,TECHCO,161.62,165.27,161.5,163.91,2711390,169.088,169.1514,,-0.022133,0.014003,34.57,-1.4585,-0.863,169.088,175.2775,162.8985,267993.0
2019-06-13,TECHCO,162.23,165.24,160.48,164.27,1436031,168.611,169.169,,0.002196,0.013611,31.73,-1.6041,-1.0112,168.611,174.7384,162.4836,268581.0
2019-06-14,TECHCO,163.48,163.69,163.39,163.67,2596707,168.227,169.2038,,-0.003653,0.013348,37.31,-1.7477,-1.1585,168.227,174.5897,161.8643,267600.0
2019-06-17,TECHCO,165.37,168.08,165.18,166.15,2120644,168.043,169.2586,,0.015152,0.01379,34.4,-1.6425,-1.2553,168.043,174.4233,161.6627,271655.0
2019-06-18,TECHCO,164.73,167.81,163.58,166.59,2762360,167.8615,169.407,,0.002648,0.013794,39.08,-1.5063,-1.3055,167.8615,174.1874,161.5356,272375.0
2019-06-19,TECHCO,170.95,174.37,168.83,172.37,1288506,167.9475,169.5588,,0.034696,0.015935,63.45,-0.9213,-1.2287,167.9475,174.4765,161.4185,281825.0
2019-06-20,TECHCO,174.61,176.02,173.97,174.3,1193085,168.0195,169.7554,,0.011197,0.015868,64.46,-0.2986,-1.0427,168.0195,174.8034,161.2356,284980.0
2019-06-21,TECHCO,174.9,176.05,171.6,174.99,1817470,168.0475,169.981,,0.003959,0.015764,66.36,0.2478,-0.7846,168.0475,174.9464,161.1486,286109.0
2019-06-24,TECHCO,173.13,173.44,172.34,173.18,4352928,168.223,170.2202,,-0.010343,0.014618,66.08,0.5286,-0.5219,168.223,175.4657,160.9803,283149.0
2019-06-25,TECHCO,172.46,172.55,169.84,169.94,2057646,168.06,170.3344,,-0.018709,0.014488,61.09,0.4842,-0.3207,168.06,174.9702,161.1498,277852.0
2019-06-26,TECHCO,167.55,169.74,167.06,167.23,1741495,167.8625,170.2982,,-0.015947,0.014687,50.08,0.2277,-0.211,167.8625,174.6214,161.1036,273421.0
2019-06-27,TECHCO,173.73,174.54,169.81,172.68,1404782,168.1745,170.4446,,0.03259,0.015114,58.95,0.4589,-0.077,168.1745,175.2267,161.1223,282332.0
2019-06-28,TECHCO,175.26,177.32,172.0,174.5,1650228,168.5125,170.6546,,0.01054,0.015182,62.02,0.7799,0.0943,168.5125,176.1043,160.9207,285308.0
2019-07-01,TECHCO,175.47,175.83,172.3,173.52,1477465,168.8165,170.7882,,-0.005616,0.015257,59.22,0.9444,0.2644,168.8165,176.7085,160.9245,283705.0
2019-07-02,TECHCO,177.21,178.9,176.89,177.61,1270236,169.4105,170.972,,0.023571,0.01571,71.16,1.3888,0.4892,169.4105,178.0749,160.7461,290392.0
2019-07-03,TECHCO,171.34,172.74,169.72,171.42,2375724,169.7625,171.0766,,-0.034852,0.01776,59.36,1.2273,0.6369,169.7625,178.1334,161.3916,280272.0
2019-07-04,TECHCO,169.38,170.13,168.08,168.89,2133936,169.8475,171.1136,,-0.014759,0.017787,56.5,0.885,0.6865,169.8475,178.1426,161.5524,276135.0
2019-07-05,TECHCO,169.29,170.74,167.93,168.41,1511014,169.9055,171.0794,,-0.002842,0.017804,52.96,0.5685,0.6629,169.9055,178.1401,161.6709,275350.0
2019-07-08,TECHCO,161.99,162.24,157.93,160.96,2160405,169.6105,170.9474,,-0.044237,0.020427,43.77,-0.2803,0.4743,169.6105,178.6845,160.5365,263170.0
2019-07-09,TECHCO,165.76,167.37,163.35,165.76,2160741,169.5175,170.8772,,0.029821,0.021577,42.52,-0.5592,0.2676,169.5175,178.7147,160.3203,271018.0
2019-07-10,TECHCO,171.92,173.45,170.09,170.24,1093730,169.834,170.8288,,0.027027,0.021762,45.65,-0.414,0.1312,169.834,178.6463,161.0217,278342.0
2019-07-11,TECHCO,170.13,173.16,168.28,168.85,1051865,170.063,170.7444,,-0.008165,0.021884,43.53,-0.4063,0.0237,170.063,178.4964,161.6296,276070.0
2019-07-12,TECHCO,166.64,169.16,165.37,169.11,3039661,170.335,170.7014,,0.00154,0.021849,45.56,-0.375,-0.056,170.335,178.2342,162.4358,276495.0
2019-07-15,TECHCO,166.3,168.96,166.25,168.66,2832401,170.4605,170.611,,-0.002661,0.021641,48.51,-0.3821,-0.1212,170.4605,178.1569,162.7641,275759.0
2019-07-16,TECHCO,173.25,174.85,170.94,172.7,1851727,170.766,170.6268,,0.023954,0.022243,56.16,-0.061,-0.1092,170.766,178.2988,163.2332,282364.0
2019-07-17,TECHCO,175.72,177.96,173.61,175.55,1405804,170.925,170.5486,,0.016503,0.021184,53.43,0.4186,-0.0036,170.925,178.7297,163.1203,287024.0
2019-07-18,TECHCO,177.56,178.31,175.08,175.84,1304246,171.002,170.5366,,0.001652,0.021053,51.66,0.8127,0.1596,171.002,178.9754,163.0286,287498.0
2019-07-19,TECHCO,182.16,187.4,178.69,183.77,2161780,171.441,170.6604,,0.045098,0.023284,60.85,1.7449,0.4767,171.441,181.1228,161.7592,300464.0
2019-07-22,TECHCO,180.18,181.04,178.87,180.86,3110579,171.825,170.6346,,-0.015835,0.023478,53.53,2.2231,0.826,171.825,182.3681,161.2819,295706.0
2019-07-23,TECHCO,181.71,181.84,178.97,179.76,2808564,172.316,170.6128,,-0.006082,0.023045,60.18,2.4847,1.1577,172.316,183.3907,161.2413,293908.0
2019-07-24,TECHCO,182.27,182.63,180.36,181.55,1308320,173.032,170.7018,,0.009958,0.022645,65.74,2.8042,1.487,173.032,184.5644,161.4996,296834.0
2019-07-25,TECHCO,183.29,184.65,181.8,182.88,2161502,173.542,170.8832,,0.007326,0.021671,67.62,3.1286,1.8153,173.542,185.8827,161.2013,299009.0
2019-07-26,TECHCO,184.59,186.37,184.57,185.25,1931541,174.0795,171.1612,,0.012959,0.021721,83.75,3.5362,2.1595,174.0795,187.4862,160.6728,302884.0
2019-07-29,TECHCO,183.44,186.48,182.83,185.22,1104291,174.6645,171.469,,-0.000162,0.021639,81.17,3.8128,2.4902,174.6645,188.96,160.369,302835.0
2019-07-30,TECHCO,188.32,189.02,185.75,188.96,2095641,175.232,171.8438,,0.020192,0.021486,80.71,4.2845,2.849,175.232,190.859,159.605,308950.0
2019-07-31,TECHCO,193.23,194.72,191.97,192.33,1860835,176.2775,172.2774,,0.017834,0.019717,86.17,4.874,3.254,176.2775,193.5427,159.0123,314460.0
2019-08-01,TECHCO,195.91,197.68,194.75,195.75,1903160,177.6205,172.7352,,0.017782,0.019255,87.39,5.5531,3.7138,177.6205,196.5633,158.6777,320051.0
2019-08-02,TECHCO,194.91,198.37,193.93,196.81,2181933,179.0405,173.1828,,0.005415,0.019107,88.85,6.1065,4.1924,179.0405,199.2891,158.7919,321784.0
2019-08-05,TECHCO,201.12,201.99,199.01,200.84,2912753,181.0345,173.8062,,0.020477,0.014787,88.85,6.7919,4.7123,181.0345,201.6376,160.4314,328373.0
2019-08-06,TECHCO,201.86,204.32,198.53,198.88,2059807,182.6905,174.3198,,-0.009759,0.014817,83.02,7.0952,5.1889,182.6905,203.4478,161.9332,325169.0
2019-08-07,TECHCO,207.04,209.11,204.29,204.73,1913231,184.415,174.9908,,0.029415,0.014977,85.33,7.7186,5.6948,184.415,206.5051,162.3249,334734.0
2019-08-08,TECHCO,206.91,208.38,203.18,206.48,2116377,186.2965,175.7916,,0.008548,0.014402,82.71,8.2587,6.2076,186.2965,209.1998,163.3932,337595.0
2019-08-09,TECHCO,209.89,210.95,205.86,209.02,1886549,188.292,176.6172,,0.012301,0.014261,91.0,8.7903,6.7241,188.292,211.8359,164.7481,341748.0
2019-08-12,TECHCO,205.97,206.5,203.79,203.9,2537510,190.054,177.3464,,-0.024495,0.016064,81.47,8.6983,7.119,190.054,212.6679,167.4401,333376.0
2019-08-13,TECHCO,198.46,200.63,196.42,199.02,1589079,191.37,178.0122,,-0.023933,0.017338,71.07,8.1377,7.3227,191.37,212.762,169.978,325398.0
2019-08-14,TECHCO,193.63,197.2,190.32,194.76,1356002,192.3305,178.6198,,-0.021405,0.018319,63.38,7.2659,7.3113,192.3305,212.4169,172.2441,318433.0
2019-08-15,TECHCO,202.62,203.25,199.41,199.87,2255627,193.532,179.2734,,0.026237,0.018873,65.51,6.9078,7.2306,193.532,212.2964,174.7676,326787.0
2019-08-16,TECHCO,197.5,200.65,196.61,198.72,3231202,194.2795,179.9028,,-0.005754,0.016715,63.99,6.4567,7.0759,194.2795,212.5922,175.9668,324907.0
2019-08-19,TECHCO,197.23,198.42,193.99,195.79,4405470,195.026,180.4814,,-0.014744,0.016648,57.2,5.796,6.8199,195.026,212.2184,177.8336,320117.0
